Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant,SEO Hidden (product.metafields.seo.hidden)
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,NFL Dallas Cowboys Autism Awareness Accept Understand Love Shirt Dallas Cowboys Merch,"<p>Keep it simple, keep it sharp. Our custom T-shirt is your everyday essential - soft, breathable, and made to move with you. Whether you're rocking a bold graphic or a minimal design, this tee delivers comfort and style from morning to night.</p>
<ul>
<li>Material: 100% premium polyester — lightweight, breathable, and moisture-wicking</li>
<li>Fit: Unisex regular fit, true to size</li>
<li>Sizes: S to 5XL</li>
<li>Print area: Full front and back</li>
<li>Care: Machine wash cold, do not tumble dry, do not iron on print</li>
</ul>
<p style=""text-align: center;""><strong>EASY SIZING</strong></p>
<p style=""text-align: center;""><img src=""https://cdn.shopify.com/s/files/1/0695/2776/5205/files/BJ_size_chart_1.png?v=1743429236"" alt=""Size Chart""></p>",,T-shirt,"search-hidden,t-shirt",TRUE,,,Size,S,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,https://img.btdmp.com/10665/10665601/products/origin/gexdmnrvgxxdcmjxhaBdimjvgexdambqgaxdmmjtgxzdqmzvgeCdombrgxBdemq.jpeg,1,NFL Dallas Cowboys Autism Awareness Accept Understand Love Shirt Dallas Cowboys Merch,,,,,,NFL Dallas Cowboys Autism Awareness Accept Understand Love Shirt Dallas Cowboys Merch,,,,,,,,,,,,lb,,,TRUE,TRUE,Default,,,,,,,,1
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,M,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,L,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,XL,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,2XL,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,3XL,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,4XL,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-dallas-cowboys-autism-awareness-accept-understand-love-shirt-dallas-cowboys-merch,,,,,,,,,,5XL,,,,,HU280825TT-TS-NFLATM51,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
nfl-new-orleans-saints-autism-awareness-accept-understand-love-shirt-new-orleans-saints-merch,NFL New Orleans Saints Autism Awareness Accept Understand Love Shirt New Orleans Saints Merch,"<p>Keep it simple, keep it sharp. Our custom T-shirt is your everyday essential - soft, breathable, and made to move with you. Whether you're rocking a bold graphic or a minimal design, this tee delivers comfort and style from morning to night.</p>
<ul>
<li>Material: 100% premium polyester — lightweight, breathable, and moisture-wicking</li>
<li>Fit: Unisex regular fit, true to size</li>
<li>Sizes: S to 5XL</li>
<li>Print area: Full front and back</li>
<li>Care: Machine wash cold, do not tumble dry, do not iron on print</li>
</ul>
<p style=""text-align: center;""><strong>EASY SIZING</strong></p>
<p style=""text-align: center;""><img src=""https://cdn.shopify.com/s/files/1/0695/2776/5205/files/BJ_size_chart_1.png?v=1743429236"" alt=""Size Chart""></p>",,T-shirt,"search-hidden,t-shirt",TRUE,,,Size,S,,,,,HU280825TT-TS-NFLATM18,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,https://img.btdmp.com/10665/10665601/products/origin/gexdmnrvgxxdcmjxhaBdimjvgexdambqgaxdmmjtgxzdqmzvgmCdombrgxBdcoi.jpeg,1,NFL New Orleans Saints Autism Awareness Accept Understand Love Shirt New Orleans Saints Merch,,,,,,NFL New Orleans Saints Autism Awareness Accept Understand Love Shirt New Orleans Saints Merch,,,,,,,,,,,,lb,,,TRUE,TRUE,Default,,,,,,,,1
nfl-new-orleans-saints-autism-awareness-accept-understand-love-shirt-new-orleans-saints-merch,,,,,,,,,,M,,,,,HU280825TT-TS-NFLATM18,0,shopify,0,continue,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,0,0,
